,id,object_name,address,chain,object_type,number,street
5514,17300,CHINA BOWL,1735 W 6TH ST,False,Restaurant,17,W 6TH ST
5515,17301,EL BARON DE CA RESTAURANT BA,1520 W 7TH ST,True,Bar,44,W 7TH ST
5516,17302,ZWEET CAFE,4682 EAGLE ROCK BLVD,False,Restaurant,15,EAGLE ROCK BLVD
5517,17303,LA OAXAQUENA JUICES,6025 SANTA MONICA BLVD STE 104,False,Restaurant,14,SANTA MONICA BLVD 
5518,17304,CARL'S JR #8388,2110 7TH ST,True,Restaurant,123,7TH ST
5519,17305,EL POLLITO,710 S ALVARADO ST,False,Restaurant,26,S ALVARADO ST
5520,17306,MOCHA CAFE,695 S VERMONT AVE # 106,True,Restaurant,22,S VERMONT AVE
5521,17307,SUBWAY #54869,2112 W 7TH ST,True,Fast Food,13,W 7TH ST
5522,17308,SQUAREFRITZ,1930 W OLYMPIC BLVD,False,Restaurant,5,W OLYMPIC BLVD
5523,17309,THE YOGURT HAVEN SHOP,2256 COLORADO BLVD,False,Restaurant,2,COLORADO BLVD
5524,17310,SANDWICH SHOP CORP.,531 W 6TH ST,False,Restaurant,17,W 6TH ST
5525,17311,MOOLKO,2010 W JAMES M. WOOD BLVD,False,Restaurant,68,W JAMES M. WOOD BLVD
5526,17312,TATSU RAMEN,2123 SAWTELLE BLVD,True,Restaurant,12,SAWTELLE BLVD
5527,17313,FIDEL'S PIZZA,307 N AVENUE 50,False,Pizza,25,N AVENUE 50
5528,17314,DAILY DONUT,2009 VENICE BLVD,True,Fast Food,14,VENICE BLVD
5529,17315,ANDY'S BAKERY,6021 N FIGUEROA ST,True,Bakery,2,N FIGUEROA ST
5530,17316,STARBUCKS -  DEPARTURE,200 WORLD WAY # T231,True,Cafe,16,WORLD WAY
5531,17317,CHARLES DREW UNIVERSITY,1731 E 120TH ST,False,Restaurant,16,E 120TH ST
5532,17318,CHILI VERDE,6913 LA TIJERA BLVD,False,Restaurant,32,LA TIJERA BLVD
5533,17319,CAFFE BARISTA,3600 WILSHIRE BLVD STE 100C3,False,Bar,2,WILSHIRE BLVD 
5534,17320,KABAB HOUSE,5575 W MANCHESTER AVE,False,Restaurant,31,W MANCHESTER AVE
5535,17321,NATIONAL BAKING CO,2661 W PICO BLVD,False,Restaurant,27,W PICO BLVD
5536,17322,GREEN GROTTO JUICE BAR,541 S SPRING ST,True,Bar,26,S SPRING ST
5537,17323,SIERRA JUAREZ RESTAURANT,1901 8TH AVE,True,Restaurant,26,8TH AVE
5538,17324,BROADWAY BAR,830 S BROADWAY,False,Bar,151,S BROADWAY
5539,17325,GARCONS DE CAFE,541 S SPRING ST # 114,False,Restaurant,23,S SPRING ST
5540,17326,MR. HOLMES BAKEHOUSE,111 S AVENUE 59,True,Restaurant,24,S AVENUE 59
5541,17327,GELATERIA,541 S SPRING ST STE# 104,False,Restaurant,21,S SPRING ST 
5542,17328,LA ZONA ROSA DE TIBERIOS,1010 E CESAR E CHAVEZ AVE,False,Restaurant,189,E CESAR E CHAVEZ AVE
5543,17329,TAXY INN BAR,1403 W 3RD ST,False,Bar,36,W 3RD ST
5544,17330,MANGIA MANGIA CAFE,505 S FLOWER ST # 20-B,False,Restaurant,5,S FLOWER ST
5545,17331,TACOS EL CONQUISTADOR,3330 S CENTRAL AVE,False,Fast Food,1,S CENTRAL AVE
5546,17332,SPRING FOR COFFEE,548 S SPRING ST STE #106,True,Cafe,11,S SPRING ST 
5547,17333,BLUE PALMS,6124 HOLLYWOOD BLVD,False,Restaurant,44,HOLLYWOOD BLVD
5548,17334,NONNA'S EMPANADAS,6333 W 3RD ST STE 330,True,Restaurant,12,W 3RD ST 
5549,17335,VERDUGO,3408 VERDUGO RD,False,Restaurant,43,VERDUGO RD
5550,17336,CIRO'S RESTAURANT,705 N EVERGREEN AVE,True,Restaurant,36,N EVERGREEN AVE
5551,17337,EL POLLO LOCO,260 S BROADWAY,True,Restaurant,32,S BROADWAY
5552,17338,BAR BANDINI,2150 W SUNSET BLVD,False,Bar,35,W SUNSET BLVD
5553,17339,THE OFF BEAT BAR,6316 YORK BLVD,False,Bar,34,YORK BLVD
5554,17340,SEN ASIAN KITCHEN,2000 AVE OF STARS # QSR30,True,Restaurant,92,AVE OF STARS
5555,17341,THE FABRIQUE CAFE,125 W 5TH ST,False,Restaurant,4,W 5TH ST
5556,17342,OH MA NI,807 S ARDMORE AVE,False,Restaurant,5,S ARDMORE AVE
5557,17343,HOT DOG ON A STICK,10800 W PICO BLVD STE 304,False,Restaurant,11,W PICO BLVD 
5558,17344,ETA COCTAIL,5630 N FIGUEROA ST,False,Restaurant,36,N FIGUEROA ST
5559,17345,TENANTS OF THE TREES,2810 HYPERION AVE,False,Restaurant,118,HYPERION AVE
5560,17346,EL RECREO ROOM,506 W AVENUE 28,False,Restaurant,29,W AVENUE 28
5561,17347,BEANTAGE,345 S BROADWAY,False,Restaurant,28,S BROADWAY
5562,17348,TONIGHT,3800 W PICO BLVD,False,Restaurant,29,W PICO BLVD
5563,17349,LAS HADAS RESTAURANT,1529 W FLORENCE AVE,True,Restaurant,129,W FLORENCE AVE
5564,17350,HABIBI CAFE & LOUNGE,923 BROXTON AVE,False,Restaurant,225,BROXTON AVE
5565,17351,COCO FRESH TEA & JUICE,11301 W OLYMPIC BLVD STE 105,True,Restaurant,22,W OLYMPIC BLVD 
5566,17352,ME-RYUN,966 S WESTERN AVE STE 107,False,Restaurant,102,S WESTERN AVE 
5567,17353,CHARLIE'S,3140 W FLORENCE AVE,False,Restaurant,43,W FLORENCE AVE
5568,17354,DAVE & BUSTER'S #0078,6801 HOLLYWOOD BLVD #363,False,Restaurant,183,HOLLYWOOD BLVD
5569,17355,CHURCH'S FRIED CHICKEN #1021,4720 S CRENSHAW BLVD,False,Restaurant,8,S CRENSHAW BLVD
5570,17356,STEFANO'S #1,6081 CENTER DR STE 215,False,Restaurant,23,CENTER DR 
5571,17357,WETZELS PRETZELS,6081 CENTER DR STE 213,True,Restaurant,15,CENTER DR 
5572,17358,CHINATOWN STATION,2201 W PICO BLVD STE A,False,Restaurant,24,W PICO BLVD 
5573,17359,EXPRESS PRESTO,127 E 9TH ST,False,Fast Food,29,E 9TH ST
5574,17360,MASTER CHEF,937 N HILL ST,False,Restaurant,107,N HILL ST
5575,17361,NATURAL JUICE,322 E PICO BLVD,False,Restaurant,7,E PICO BLVD
5576,17362,HAPPY BAKERY INC,5165 E WHITTIER BLVD,True,Bakery,18,E WHITTIER BLVD
5577,17363,BERLIN CURRYWURST,3827 W SUNSET BLVD STE #C,True,Restaurant,1,W SUNSET BLVD 
5578,17364,VICKY'S RESTAURANT,2308 E 1ST ST,True,Restaurant,1,E 1ST ST
5579,17365,PRODUCE JOE'S DELI,1601 E OLYMPIC BLVD STE 550,True,Restaurant,12,E OLYMPIC BLVD 
5580,17366,REDCAT,631 W 2ND ST,False,Restaurant,23,W 2ND ST
5581,17367,DU-PAR'S RESTAURANTS & BAKERY,6333 W 3RD ST # 210,True,Bakery,126,W 3RD ST
5582,17368,AIR CANADA MAPLE LEAF LOUNGE,200 WORLD WAY # T2,False,Restaurant,71,WORLD WAY
5583,17369,YOGURTLAND WESTCHESTER,8752 S SEPULVEDA BLVD,True,Restaurant,1,S SEPULVEDA BLVD
5584,17370,GROUNDWORK COFFEE -THE GROVE (KIOSK),189 THE GROVE DRIVE # K2,True,Cafe,10,THE GROVE DRIVE
5585,17371,FIX COFFEE,2100 ECHO PARK AVE,False,Cafe,29,ECHO PARK AVE
5586,17372,SLICEYS PIZZA,3627 W PICO BLVD,False,Pizza,7,W PICO BLVD
5587,17373,BLISS BAKERY INC.,333 S ALAMEDA ST STE 100,True,Bakery,12,S ALAMEDA ST 
5588,17374,BITES I,10960 WILSHIRE BLVD STE 140,False,Restaurant,25,WILSHIRE BLVD 
5589,17375,OXFORD MARKET,3525 W 8TH ST,False,Restaurant,7,W 8TH ST
5590,17376,STARBUCKS - ARRIVAL,200 WORLD WAY # T281,True,Cafe,4,WORLD WAY
5591,17377,MORINOYA,11301 W OLYMPIC BLVD STE 210,False,Restaurant,49,W OLYMPIC BLVD 
5592,17378,MAKOTO CHINESE FAST FOOD,6201 WHITTIER BLVD,True,Restaurant,9,WHITTIER BLVD
5593,17379,MCDONALD'S # 4117,5725 YORK BLVD,True,Fast Food,124,YORK BLVD
5594,17380,TIERRA NAGARIT,915 S CENTRAL AVE,False,Restaurant,20,S CENTRAL AVE
5595,17381,DAILY DONUTS,1100 N VERMONT AVE STE 18,True,Fast Food,16,N VERMONT AVE 
5596,17382,JULIA'S ANTOJITOS #1,3425 E 1ST ST # 106,False,Restaurant,20,E 1ST ST
5597,17383,YOSHINOYA #1143,3021 S FIGUEROA ST,True,Restaurant,122,S FIGUEROA ST
5598,17384,CUSTOM HOTEL - POOL BAR & STORAGE,8639 LINCOLN BLVD,False,Bar,6,LINCOLN BLVD
5599,17385,BOSCO CAFE BAKERY,928 S WESTERN AVE # #103,True,Bakery,12,S WESTERN AVE
5600,17386,WIEN DOWNTOWN,1212 S STANFORD AVE STE 101,False,Restaurant,26,S STANFORD AVE 
5601,17387,VIRGIN AMERICA LOFT,300 WORLD WAY,False,Restaurant,131,WORLD WAY
5602,17388,ENIGMA COFFEE,7801 SUNSET BLVD,False,Cafe,17,SUNSET BLVD
5603,17389,YI MAT CAFE,3064 W 8TH ST,False,Restaurant,24,W 8TH ST
5604,17390,EL CHALATECO,1540 W ADAMS BLVD,True,Restaurant,3,W ADAMS BLVD
5605,17391,THE ROGER ROOM,370 N LA CIENEGA BLVD,False,Restaurant,34,N LA CIENEGA BLVD
5606,17392,SASSAFRAS,1235 N VINE ST,False,Restaurant,124,N VINE ST
5607,17393,JACK IN THE BOX #3343,4228 N FIGUEROA ST,True,Restaurant,106,N FIGUEROA ST
5608,17394,BLAZING STONE PIZZA,3501 MONTEREY RD,False,Pizza,14,MONTEREY RD
5609,17395,HAROLD & BELLE'S CREOLE RESTAURANT,2920 W JEFFERSON AVE,True,Restaurant,194,W JEFFERSON AVE
5610,17396,"TAING,SIAM BOY",4315 N FIGUEROA ST,False,Restaurant,21,N FIGUEROA ST
5611,17397,BURGER KING,300 WORLD WAY,True,Fast Food,92,WORLD WAY
5612,17398,ASAVA THAI,970 N WESTERN AVE,False,Restaurant,34,N WESTERN AVE
5613,17399,KINDNESS AND MISCHIEF,5537 N FIGUEROA ST,False,Restaurant,24,N FIGUEROA ST
5614,17400,1810 RESTAURANT,105 W 9TH ST,True,Restaurant,45,W 9TH ST
5615,17401,WHICH WICH,2212 SAWTELLE BLVD,True,Restaurant,15,SAWTELLE BLVD
5616,17402,CINDY'S DONUTS,2157 W CENTURY BLVD,False,Fast Food,12,W CENTURY BLVD
5617,17403,SANTA MONICA CHEVRON,11261 SANTA MONICA BLVD,False,Restaurant,11,SANTA MONICA BLVD
5618,17404,CUSTOM HOTEL - EMPLOYEE CAFE,8639 LINCOLN BLVD,False,Restaurant,20,LINCOLN BLVD
5619,17405,NEVEUX ARTISAN CREAMERY,7407 1/2 MELROSE AVE,False,Restaurant,27,1/2 MELROSE AVE
5620,17406,NAEMAMDU MANDU,3500 W 6TH ST # 100C,False,Restaurant,11,W 6TH ST
5621,17407,KELLY'S COFFEE & FUDGE,231 E 12TH ST,False,Cafe,27,E 12TH ST
5622,17408,33 TAPS,6263 HOLLYWOOD BLVD,False,Restaurant,153,HOLLYWOOD BLVD
5623,17409,NUNO D&T MARKET,1605 S HOOVER ST,False,Restaurant,3,S HOOVER ST
5624,17410,SOUPLANTATION # 17,100 N LA CIENEGA BLVD # E-3,True,Restaurant,199,N LA CIENEGA BLVD
5625,17411,BLIPSY BARCADE,369 N WESTERN AVE,False,Bar,29,N WESTERN AVE
5626,17412,SIROODANG,1059 S ALVARADO ST # A,False,Restaurant,14,S ALVARADO ST
5627,17413,TACO BELL #3052,5406 E WHITTIER BLVD,True,Fast Food,42,E WHITTIER BLVD
5628,17414,EL NUEVO ILOVASCO,1436 S VERMONT AVE,False,Restaurant,106,S VERMONT AVE
5629,17415,LUPITAS CAFE,6428 S COMPTON AVE,False,Restaurant,138,S COMPTON AVE
5630,17416,FRANCOHS BAR,1903 E NADEAU ST,False,Bar,29,E NADEAU ST
5631,17417,EVO CAFE,11870 SANTA MONICA BLVD # 111,False,Restaurant,3,SANTA MONICA BLVD
5632,17418,CALIFORNIA DONUTS,801 S ALVARADO ST,True,Fast Food,29,S ALVARADO ST
5633,17419,GATE OF INDIA,7300 W SUNSET BLVD # D & E,True,Restaurant,45,W SUNSET BLVD
5634,17420,EL LATINO ALEGRE,1710 FIRESTONE BLVD,False,Restaurant,1,FIRESTONE BLVD
5635,17421,ROSCOES CHICKEN & WAFFLES,5006 W PICO BLVD,False,Restaurant,83,W PICO BLVD
5636,17422,OLYMPIC DONUTS,2337 E 4TH ST,False,Fast Food,19,E 4TH ST
5637,17423,GONJI AM RESTAURANT,4653 1/2 W BEVERLY BLVD,True,Restaurant,35,1/2 W BEVERLY BLVD
5638,17424,GRAFFITI,180 S LA BREA AVE,False,Restaurant,123,S LA BREA AVE
5639,17425,CAFFE DELIZIOSO,4727 WILSHIRE BLVD STE 110,True,Restaurant,24,WILSHIRE BLVD 
5640,17426,PANADERIA Y PASTELERIA EL GOBO,4611 OLYMPIC BLVD,False,Restaurant,24,OLYMPIC BLVD
5641,17427,CARL'S JR #422,2320 E 4TH ST,True,Restaurant,45,E 4TH ST
5642,17428,LUISA'S PLACE,5816 HEREFORD DR,False,Restaurant,11,HEREFORD DR
5643,17429,MCDONALD'S #5197968,4000 S FIGUEROA ST,True,Fast Food,87,S FIGUEROA ST
5644,17430,LITO'S CORK ROOM,6007 E OLYMPIC BLVD,False,Restaurant,31,E OLYMPIC BLVD
5645,17431,BETTY'S PASTA HOUSE,6047 E OLYMPIC BLVD,False,Restaurant,182,E OLYMPIC BLVD
5646,17432,ENERJUICER CAFE,718 S LOS ANGELES ST STE #D,False,Restaurant,20,S LOS ANGELES ST 
5647,17433,PANINI CAFE,8054 W 3RD ST,True,Restaurant,100,W 3RD ST
5648,17434,LOS ANGELES TIMES,145 S SPRING ST # L,False,Restaurant,182,S SPRING ST
5649,17435,STARBUCKS COFFEE #6608,300 E 9TH ST,True,Cafe,27,E 9TH ST
5650,17436,7TH STREET CAFE,225 W 7TH ST,False,Restaurant,11,W 7TH ST
5651,17437,LOLLICUP TEA & COFFEE ZONE,988 N HILL ST STE 119,True,Cafe,13,N HILL ST 
5652,17438,POMODORO,1393 WESTWOOD BLVD,False,Restaurant,49,WESTWOOD BLVD
5653,17439,MR CHURRO BAKERY,849 N ALAMEDA ST # #E112,True,Bakery,21,N ALAMEDA ST
5654,17440,MIRAK 2 RESTAURANT,1101 S VERMONT AVE STE 103,True,Restaurant,103,S VERMONT AVE 
5655,17441,PITA ON VINE,01253 N VINE ST # #7A,True,Restaurant,29,N VINE ST
5656,17442,SHARKY'S WOODFIRED MEXICAN G,1716 N CAHUENGA BLVD,False,Restaurant,100,N CAHUENGA BLVD
5657,17443,5 LINE RESTAURANT,2136 W COLORADO BLVD # A,True,Restaurant,41,W COLORADO BLVD
5658,17444,AWASH RESTAURANT,5990 1/2 W PICO BLVD,True,Restaurant,42,1/2 W PICO BLVD
5659,17445,CHAYITAS ICE CREAM,2805 N FIGUEROA ST,False,Restaurant,26,N FIGUEROA ST
5660,17446,ONO HAWAIIAN BBQ,12115 SANTA MONICA BLVD,True,Restaurant,32,SANTA MONICA BLVD
5661,17447,HOUSE OF MEATBALLS,1076 GAYLEY AVE,False,Restaurant,34,GAYLEY AVE
5662,17448,DAVE'S CHILLIN N GRILLIN,2152 COLORADO BLVD,False,Restaurant,7,COLORADO BLVD
5663,17449,STARBUCKS COFFEE #5373,7122 BEVERLY BLVD STE #D,True,Cafe,8,BEVERLY BLVD 
5664,17450,STARBUCKS COFFEE #15177,6933 HOLLYWOOD BLVD,True,Cafe,3,HOLLYWOOD BLVD
5665,17451,SHOPHOUSE SOUTH EAST ASIAN  KITCHEN,8424 BEVERLY BLVD,True,Restaurant,33,BEVERLY BLVD
5666,17452,ECHIGO,12217 SANTA MONICA BLVD STE 201,False,Restaurant,32,SANTA MONICA BLVD 
5667,17453,PARIS BAKERY,1448 WESTWOOD BLVD,True,Bakery,23,WESTWOOD BLVD
5668,17454,BOCA DEL RIO RESTAURANT,3706 WHITTIER BLVD,True,Restaurant,35,WHITTIER BLVD
5669,17455,HOLLYWOOD BRICKYARD,1810 WILCOX AVE,False,Restaurant,24,WILCOX AVE
5670,17456,DLS EVENTS,6215 SUNSET BLVD,False,Restaurant,15,SUNSET BLVD
5671,17457,LUPILLO'S BAR,266 E VERNON AVE,False,Bar,43,E VERNON AVE
5672,17458,GOBSON DUNN & CRUTCHER 53 FL,333 S GRAND AVE # 53,False,Restaurant,43,S GRAND AVE
5673,17459,LATHAM & WATKINS CAFE,355 S GRAND AVE STE 100,False,Restaurant,94,S GRAND AVE 
5674,17460,EL PEREGRINO,5517 S BROADWAY,False,Restaurant,69,S BROADWAY
5675,17461,BIG CATCH BRENWOOD,12009 WILSHIRE BLVD,False,Restaurant,123,WILSHIRE BLVD
5676,17462,"MARISCOS SINALOENSE, INC",10024 S FIGUEROA ST,False,Restaurant,19,S FIGUEROA ST
5677,17463,TSURI,7015 MELROSE AVE,False,Restaurant,44,MELROSE AVE
5678,17464,EMPORIUM THAI CUISINE,1275 WESTWOOD BLVD,False,Restaurant,41,WESTWOOD BLVD
5679,17465,TACO BELL #15349,5801 S VERMONT AVE,True,Fast Food,31,S VERMONT AVE
5680,17466,PHO 21,705 S WESTERN AVE,False,Restaurant,41,S WESTERN AVE
5681,17467,ENDORFFEINE,727 N BROADWAY # 127,False,Restaurant,19,N BROADWAY
5682,17468,GOLDS GYM,725 S FIGUEROA ST STE 100,False,Restaurant,16,S FIGUEROA ST 
5683,17469,TARGET,735 S FIGUEROA ST,False,Cafe,6,S FIGUEROA ST
5684,17470,FRANCOISA BAKERY,1015 S WALL ST STE #117,True,Bakery,22,S WALL ST 
5685,17471,A BEAUTFUL LIFE ESSERT BOUTIQUE,216 SPRING ST,False,Restaurant,12,SPRING ST
5686,17472,PIAZZA LOUNGE,8500 BEVERLY BLVD STE K604,False,Restaurant,42,BEVERLY BLVD 
5687,17473,JOHNNY ROCKET,6081 CENTER DR STE 109,True,Restaurant,88,CENTER DR 
5688,17474,TOMODACHI SUSHI,10975 WEYBURN AVE,False,Restaurant,32,WEYBURN AVE
5689,17475,PIAZZA LOUNGE REMOTE PREP.,8500 BEVERLY BLVD # 630,False,Restaurant,18,BEVERLY BLVD
5690,17476,NAM DAE MOON JIP RESTAURANT,3470 W 6TH ST STE 2-A,True,Restaurant,38,W 6TH ST 
5691,17477,BROOME STREET GENERAL STORE,2912 ROWENA AVE,False,Restaurant,9,ROWENA AVE
5692,17478,"SKADDEN, ARPS, SLATE & MEAGH",300 S GRAND AVE # 32/33,False,Restaurant,74,S GRAND AVE
5693,17479,BURGER KING # 1630,3036 CRENSHAW BLVD,True,Fast Food,140,CRENSHAW BLVD
5694,17480,CANELE,3219 GLENDALE BLVD,False,Restaurant,144,GLENDALE BLVD
5695,17481,I LOVE SWEETEA,318 S LA BREA AVE,False,Restaurant,18,S LA BREA AVE
5696,17482,CAP N LEE'S SEAFOOD,404 S FIGUEROA ST STE 401B,True,Restaurant,17,S FIGUEROA ST 
5697,17483,TAZA,1825 W SUNSET BLVD,False,Restaurant,14,W SUNSET BLVD
5698,17484,TINA'S TACOS,135 N GRAND AVE,False,Fast Food,2,N GRAND AVE
5699,17485,ICY RUSH,2148 W SUNSET BLVD,False,Restaurant,2,W SUNSET BLVD
5700,17486,IMPRESSARIO RISTORANTE & BAR,135 N GRAND AVE,False,Bar,90,N GRAND AVE
5701,17487,GOLD ROOM,1558 W SUNSET BLVD,False,Restaurant,42,W SUNSET BLVD
5702,17488,MR GOOD'S DONUT SHOP,4601 N HUNTINGTON DR N,False,Fast Food,23,N HUNTINGTON DR N
5703,17489,CLUB HOUSE USA,2218 N SAN FERNANDO RD,False,Restaurant,4,N SAN FERNANDO RD
5704,17490,TOM'S #5,4497 W PICO BLVD,False,Restaurant,34,W PICO BLVD
5705,17491,TRIMANA,6500 WILSHIRE BLVD # 130,True,Restaurant,43,WILSHIRE BLVD
5706,17492,PAZZO GELATO,735 S FIGUEROA ST #113,False,Restaurant,19,S FIGUEROA ST
5707,17493,RASPADOS DON MANUEL,4201 E CESAR E CHAVEZ AVE,True,Restaurant,9,E CESAR E CHAVEZ AVE
5708,17494,PANADERIA LOS REYES #2,4230 E CESAR E CHAVEZ AVE,False,Restaurant,27,E CESAR E CHAVEZ AVE
5709,17495,LA CHISPA DE ORO,2217 E CESAR E CHAVEZ AVE,False,Restaurant,38,E CESAR E CHAVEZ AVE
5710,17496,YOSHINOYA #1219,642 S ALVARADO ST,True,Restaurant,49,S ALVARADO ST
5711,17497,CAL TIKI CLUB,3835 E WHITTIER BLVD,False,Restaurant,5,E WHITTIER BLVD
5712,17498,PIZZA HUT #26163,4209 E CESAR E CHAVEZ AVE,True,Pizza,19,E CESAR E CHAVEZ AVE
5713,17499,JOPOK TOPOKKI,3407 W 6TH ST # 110,False,Restaurant,29,W 6TH ST
5714,17500,THE PARK'S FINEST,1267 W TEMPLE ST,False,Restaurant,32,W TEMPLE ST
5715,17501,CINTHIA'S MARKET & RESTAURANT,801 E 7TH ST,True,Restaurant,20,E 7TH ST
5716,17502,CBC EAGLE ROCK,1351 COLORADO BLVD,True,Restaurant,12,COLORADO BLVD
5717,17503,SABORES,7215 S HOOPER AVE,False,Restaurant,20,S HOOPER AVE
5718,17504,CITY CLUB OF LA,555 S FLOWER ST 51ST,False,Restaurant,227,S FLOWER ST 51ST
5719,17505,GRANNY'S DONUTS,1681 N EASTERN AVE,False,Fast Food,1,N EASTERN AVE
5720,17506,SMART & FINAL,845 S FIGUEROA ST,True,Cafe,6,S FIGUEROA ST
5721,17507,THAI FRESH CAFE,1771 WESTWOOD BLVD,False,Restaurant,12,WESTWOOD BLVD
5722,17508,RUBIO'S SIMPLE AND NATURAL,4972 W PICO BLVD STE 102,False,Restaurant,27,W PICO BLVD 
5723,17509,JUST JUICE,505 S FLOWER ST STE B33,False,Restaurant,14,S FLOWER ST 
5724,17510,LADERA SR D COMMUNITY CENTER,4750 W 62ND ST,False,Restaurant,45,W 62ND ST
5725,17511,MCDONALD'S,2215 W MARTIN LUTHER KING BLVD,True,Restaurant,46,W MARTIN LUTHER KING BLVD
5726,17512,SPROUTS FARMERS MARKET,1751 S WESTWOOD BLVD,True,Restaurant,15,S WESTWOOD BLVD
5727,17513,CAFECITO ORGANICO,534 N HOOVER ST,False,Restaurant,46,N HOOVER ST
5728,17514,SOUPLANTATION # 124,6081 CENTER DR # 102,True,Restaurant,187,CENTER DR
5729,17515,PROVIDENCE,5955 MELROSE AVE,False,Restaurant,70,MELROSE AVE
5730,17516,EARTHBAR EQUINOX-DTLA,444 S FLOWER ST #350,True,Bar,3,S FLOWER ST
5731,17517,MCDONALD'S #4589,2020 W OLYMPIC BLVD,True,Fast Food,144,W OLYMPIC BLVD
5732,17518,STARBUCKS COFFEE CORPORATION #5291,444 S FLOWER ST STE #170,True,Cafe,39,S FLOWER ST 
5733,17519,SUBWAY #32985,1013 S ALVARADO ST,True,Fast Food,24,S ALVARADO ST
5734,17520,NICK & STEF'S BAR,330 S HOPE ST,False,Bar,96,S HOPE ST
5735,17521,TAJ TANDOORI LA,10823 VENICE BLVD,False,Restaurant,8,VENICE BLVD
5736,17522,RINCON DE LOS SAVORES,3425 E 1ST ST # 3433,False,Restaurant,26,E 1ST ST
5737,17523,TABACHINES COCINA,517 S SPRING ST,False,Restaurant,34,S SPRING ST
5738,17524,COLORADO WINE COMPANY,2305 COLORADO BLVD,False,Restaurant,24,COLORADO BLVD
5739,17525,AYARA THAI CUISINE,6245 W 87TH ST,False,Restaurant,136,W 87TH ST
5740,17526,STARBUCKS COFFEE #9227,333 S HOPE ST STE 125-C,True,Cafe,10,S HOPE ST 
5741,17527,TROPICANA BAR,7000 HOLLYWOOD BLVD,False,Bar,26,HOLLYWOOD BLVD
5742,17528,HOLLYWOOD ROSSEVELT SPARE RM,7000 HOLLYWOOD BLVD MEZZ,False,Restaurant,142,HOLLYWOOD BLVD MEZZ
5743,17529,DOLBY THEATRE,6801 HOLLYWOOD BLVD,False,Restaurant,15,HOLLYWOOD BLVD
5744,17530,PIZZA HUT #26166,4351 S CENTRAL AVE,True,Pizza,24,S CENTRAL AVE
5745,17531,A MAGIC FOREST,12512 W WASHINGTON BLVD,False,Restaurant,3,W WASHINGTON BLVD
5746,17532,EASTMONT COMMUNITY CENTER,701 S HOEFNER AVE,False,Restaurant,31,S HOEFNER AVE
5747,17533,LIBRARY BAR,7000 HOLLYWOOD BLVD,True,Bar,27,HOLLYWOOD BLVD
5748,17534,SKYLIGHT GARDENS,1139 GLENDON AVE,False,Restaurant,152,GLENDON AVE
5749,17535,XPRESS,4287 BEVERLY BLVD,False,Restaurant,203,BEVERLY BLVD
5750,17536,FIRST CUP CAFFE,333 S SPRING ST # E6,False,Restaurant,121,S SPRING ST
5751,17537,TEDDY'S BAR,7000 HOLLYWOOD BLVD,False,Bar,153,HOLLYWOOD BLVD
5752,17538,TAMALES LILIANA'S,3448 E 1ST ST,False,Restaurant,32,E 1ST ST
5753,17539,CAFE AMERICANO,4003 WILSHIRE BLVD,False,Restaurant,9,WILSHIRE BLVD
5754,17540,BURGER FACTORY #1,6050 HOLLYWOOD BLVD,True,Fast Food,2,HOLLYWOOD BLVD
5755,17541,BURGER KING # 10724,1106 N CORNWELL ST,True,Fast Food,103,N CORNWELL ST
5756,17542,SHOPHOUSE,6333 W SUNSET BLVD,True,Restaurant,38,W SUNSET BLVD
5757,17543,CAFE BRIO,11645 WILSHIRE BLVD #100,False,Restaurant,13,WILSHIRE BLVD
5758,17544,SA RESTAURANT,3859 BROADWAY PL # #6,True,Restaurant,13,BROADWAY PL
5759,17545,MAGGIE'S 2FOR 1 PIZZA,3480 E CESAR E CHAVEZ AVE,False,Pizza,4,E CESAR E CHAVEZ AVE
5760,17546,SOUK SHAWARMA,1111 WILSHIRE BLVD # 104,False,Restaurant,11,WILSHIRE BLVD
5761,17547,JACK IN THE BOX # 5352,12735 S MAIN ST,True,Restaurant,37,S MAIN ST
5762,17548,MANDARIN CHATEAU RESTAURANT,970 N BROADWAY STE 114,True,Restaurant,91,N BROADWAY 
5763,17549,TOGO'S / 31 BASKIN ROBBINS,6104 W SUNSET BLVD,True,Restaurant,41,W SUNSET BLVD
5764,17550,CAVA MEZZE GRILL,1073 BROXTON AVE,False,Restaurant,33,BROXTON AVE
5765,17551,OLDTIMERS FOUNDATION,12915 S JARVIS AVE,False,Restaurant,19,S JARVIS AVE
5766,17552,HANGARI,3608 W 3RD ST,False,Restaurant,33,W 3RD ST
5767,17553,DAMORES PIZZA,1136 WESTWOOD BLVD,False,Pizza,44,WESTWOOD BLVD
5768,17554,LE PAIN QUOTIDIEN,13050 SAN VICENTE BLVD STE 114,True,Restaurant,123,SAN VICENTE BLVD 
5769,17555,CASTLE BBQ,473 N WESTERN AVE # 1,True,Restaurant,128,N WESTERN AVE
5770,17556,NAGAO,13050 SAN VICENTE BLVD,False,Restaurant,48,SAN VICENTE BLVD
5771,17557,POKE BAR,1135 WESTWOOD BLVD,True,Bar,18,WESTWOOD BLVD
5772,17558,BARHAM DELI,3800 BARHAM BLVD # 106,True,Bar,12,BARHAM BLVD
5773,17559,KONG GOOK MAEUL,808 S WESTERN AVE # 210,False,Restaurant,1,S WESTERN AVE
5774,17560,LA BURGER,6001 W PICO BLVD,False,Fast Food,2,W PICO BLVD
