,id,object_name,address,chain,object_type,number,street
0,11786,HABITAT COFFEE SHOP,3708 N EAGLE ROCK BLVD,False,Cafe,26,N EAGLE ROCK BLVD
1,11787,REILLY'S,100 WORLD WAY # 120,False,Restaurant,9,WORLD WAY
2,11788,STREET CHURROS,6801 HOLLYWOOD BLVD # 253,False,Fast Food,20,HOLLYWOOD BLVD
3,11789,TRINITI ECHO PARK,1814 W SUNSET BLVD,False,Restaurant,22,W SUNSET BLVD
4,11790,POLLEN,2100 ECHO PARK AVE,False,Restaurant,20,ECHO PARK AVE
5,11791,THE SPOT GRILL,10004 NATIONAL BLVD,False,Restaurant,14,NATIONAL BLVD
6,11792,CPK,100 WORLD WAY # 126,False,Restaurant,100,WORLD WAY
7,11793,PHO LALA,3500 W 6TH ST STE 226,False,Restaurant,7,W 6TH ST 
8,11794,ABC DONUTS,3027 N SAN FERNANDO RD UNIT 103,True,Fast Food,1,N SAN FERNANDO RD 
9,11795,UPSTAIRS,3707 N CAHUENGA BLVD,False,Restaurant,35,N CAHUENGA BLVD
10,11796,EL POLLO LOCO,5319 W SUNSET BLVD,True,Restaurant,38,W SUNSET BLVD
11,11797,POONG NYUN BAKERY,928 S WESTERN AVE STE 109,True,Bakery,17,S WESTERN AVE 
12,11798,EMC RESTAURANT GROUP LLC,3500 W 6TH ST STE 101,True,Restaurant,133,W 6TH ST 
13,11799,POPULAR DONUTS,3614 W SLAUSON AVE,False,Fast Food,18,W SLAUSON AVE
14,11800,CUSCATLECA BAKERY,2501 W SUNSET BLVD #A,True,Bakery,26,W SUNSET BLVD
15,11801,FOOD COURT TRAY WASHING AREA,928 S WESTERN AVE STE 300,True,Restaurant,21,S WESTERN AVE 
16,11802,HMS BOUNTY,3357 WILSHIRE BLVD,False,Restaurant,147,WILSHIRE BLVD
17,11803,AN'S CHAN BANG,244 S OXFORD AVE # 5,False,Restaurant,10,S OXFORD AVE
18,11804,MURAKAMI,7160 MELROSE AVE,False,Restaurant,139,MELROSE AVE
19,11805,DELTA SKY CLUB T3,300 WORLD WAY,False,Restaurant,103,WORLD WAY
20,11806,CRYSTAL CAFE,3500 W 6TH ST STE #321,False,Restaurant,16,W 6TH ST 
21,11807,ORANGE TREE CAFE,3500 W 6TH ST STE #220,False,Restaurant,14,W 6TH ST 
22,11808,CAMY'S GRILL,3339 WILSHIRE BLVD,False,Restaurant,39,WILSHIRE BLVD
23,11809,SABORES DEL PERU,1015 WALL ST STE 123,False,Restaurant,4,WALL ST 
24,11810,M CAFE DE CHAYA,7119 MELROSE AVE,True,Restaurant,43,MELROSE AVE
25,11811,INDIA'S GRILL,428 S SAN VICENTE BLVD,False,Restaurant,48,S SAN VICENTE BLVD
26,11812,LA INDIA BONITA CAFE,1277 S INDIANA ST,False,Restaurant,19,S INDIANA ST
27,11813,NORM'S RESTAURANT,470 N LA CIENEGA BLVD,True,Restaurant,80,N LA CIENEGA BLVD
28,11814,BEVERLY FALAFEL,8508 W 3RD ST,False,Restaurant,31,W 3RD ST
29,11815,KRISPY KRUNCHY CHICKEN - ALVARADO,600 S ALVARADO ST STE 111C,True,Restaurant,15,S ALVARADO ST 
30,11816,CAFE 153,1125 3/4 WALL ST,False,Restaurant,5,3/4 WALL ST
31,11817,DUNES RESTAURANT,5625 W SUNSET BLVD,True,Restaurant,118,W SUNSET BLVD
32,11818,THE FOUNDATION CENTER,11633 S WESTERN AVE,False,Restaurant,182,S WESTERN AVE
33,11819,ONO HAWAIIAN BBQ,5539 W SUNSET BLVD,True,Restaurant,35,W SUNSET BLVD
34,11820,MUSH BAKERY,5224 W SUNSET BLVD,True,Bakery,15,W SUNSET BLVD
35,11821,REGGIE'S DELI & CAFE,1910 W SUNSET BLVD STE 150,True,Restaurant,1,W SUNSET BLVD 
36,11822,HOT THAI RESTAURANT,416 S SAN VICENTE BLVD,True,Restaurant,19,S SAN VICENTE BLVD
37,11823,WABA GRILL,7109 W SUNSET BLVD,True,Restaurant,49,W SUNSET BLVD
38,11824,THANK YOU FOR COMING,3416 GLENDALE BLVD,False,Restaurant,13,GLENDALE BLVD
39,11825,TROPICAL FRUITS & JUICES,5729 N FIGUEROA ST,False,Restaurant,14,N FIGUEROA ST
40,11826,SUBWAY -52105,255 S GRAND AVE STE 101,True,Fast Food,37,S GRAND AVE 
41,11827,IHOP,7006 W SUNSET BLVD,True,Restaurant,158,W SUNSET BLVD
42,11828,PANDA EXPRESS #2596,1544 S LA CIENEGA BLVD,True,Fast Food,22,S LA CIENEGA BLVD
43,11829,GOLDEN INDIAN GRILL,5954 W PICO BLVD,False,Restaurant,18,W PICO BLVD
44,11830,LA MONARCA BAKERY,5835 N FIGUEROA ST,True,Bakery,35,N FIGUEROA ST
45,11831,LAXSUL COMPANY,380 WORLD WAY LVL6 SP5,False,Restaurant,45,WORLD WAY LVL6 SP5
46,11832,THE COUNTER SPACE 7C,700 WORLD WAY,True,Restaurant,20,WORLD WAY
47,11833,KALBIS KOREAN GRILL,11102 W OLYMPIC BLVD,False,Restaurant,33,W OLYMPIC BLVD
48,11834,TOGO'S,505 S FLOWER ST STE #B420,True,Restaurant,28,S FLOWER ST 
49,11835,AFC SUSHI AT WALGREENS #1527,1501 N VINE ST,False,Restaurant,8,N VINE ST
50,11836,JACKY'S RESTAURANT,310 W 5TH ST #102,True,Restaurant,27,W 5TH ST
51,11837,CALIFORNIA MEXICAN GRILL,11106 W OLYMPIC BLVD,False,Restaurant,13,W OLYMPIC BLVD
52,11838,DOLCINI CAFFEE EXPRESSO,619 S GRAND AVE,False,Fast Food,10,S GRAND AVE
53,11839,PRIME GRIND COFFEE,714 W 1ST ST,False,Cafe,4,W 1ST ST
54,11840,ETCHEA,254 S HOPE ST,False,Restaurant,4,S HOPE ST
55,11841,RALPHS MARKET #206,5429 HOLLYWOOD BLVD,False,Restaurant,22,HOLLYWOOD BLVD
56,11842,LOTERIA GRILL SPACE 7C,700 WORLD WAY,False,Restaurant,17,WORLD WAY
57,11843,HOY'S WOK,7105 W SUNSET BLVD,False,Restaurant,35,W SUNSET BLVD
58,11844,BASE COAT -JUICE BAR,704 MATEO ST,True,Bar,2,MATEO ST
59,11845,WAX PAPER,2902 KNOX AVE,False,Restaurant,2,KNOX AVE
60,11846,RENAISSANCE 96TH STREET BISTRO,9620 AIRPORT BLVD,False,Restaurant,184,AIRPORT BLVD
61,11847,KIKKA @ ARCO PLAZA,505 S FLOWER ST # B-270,True,Restaurant,21,S FLOWER ST
62,11848,ROLLING STONE SPACE 7C,700 WORLD WAY,False,Restaurant,33,WORLD WAY
63,11849,J & F ICE CREAM SHOP,1703 MARIACHI PLZ,False,Restaurant,17,MARIACHI PLZ
64,11850,DONUT FACTORY,2225 N SAN FERNANDO RD,False,Fast Food,31,N SAN FERNANDO RD
65,11851,JOHNNIE'S NEW YORK PIZZA,505 S FLOWER ST # B300F,True,Pizza,24,S FLOWER ST
66,11852,EAGLE ROCK BREWERY,3056 ROSWELL ST,True,Restaurant,16,ROSWELL ST
67,11853,DONUT STAR,4102 VERDUGO RD,True,Fast Food,24,VERDUGO RD
68,11854,ROSE GARDEN CAFE,5930 FRANKLIN AVE,True,Restaurant,66,FRANKLIN AVE
69,11855,MRS FIELD'S COOKI #426,505 S FLOWER ST,False,Restaurant,11,S FLOWER ST
70,11856,SHIN KANG SEO MYUN OAK,3250 W OLYMPIC BLVD #313,False,Restaurant,16,W OLYMPIC BLVD
71,11857,MCDONALD'S #2084,3124 N SAN FERNANDO RD,True,Fast Food,112,N SAN FERNANDO RD
72,11858,PLANCHA TACOS,2024 PACIFIC AVE,False,Fast Food,40,PACIFIC AVE
73,11859,BLD,700 WORLD WAY # 7C,True,Restaurant,21,WORLD WAY
74,11860,NOODLE PLUS,3250 W OLYMPIC BLVD STE 309,False,Restaurant,25,W OLYMPIC BLVD 
75,11861,VNS CHICKEN,3250 W OLYMPIC BLVD STE 105,False,Restaurant,29,W OLYMPIC BLVD 
76,11862,CELESTE,535 S GRAND AVE,False,Restaurant,11,S GRAND AVE
77,11863,800  DEGREES NEAPOLITAN PIZZERIA,1539 N VINE ST,False,Restaurant,122,N VINE ST
78,11864,CHOCOLATE BAR,1635 N VINE ST,False,Bar,3,N VINE ST
79,11865,KETTLE GLAZED DONUTS,6211 FRANKLIN AVE,False,Fast Food,18,FRANKLIN AVE
80,11866,LOCALI,5825 FRANKLIN AVE,True,Restaurant,27,FRANKLIN AVE
81,11867,MS DONUTS,1353 GLENDALE BLVD,False,Fast Food,28,GLENDALE BLVD
82,11868,SUBWAY #39685,704 W 1ST ST,True,Fast Food,3,W 1ST ST
83,11869,LEMONADE RESTAURANT,505 S FLOWER ST # B-15,True,Restaurant,45,S FLOWER ST
84,11870,KOREAN AIR/ SKYTEAM LOUNGE,380 WORLD WAY S4,False,Restaurant,219,WORLD WAY S4
85,11871,LA SIRENA RESTAURANT,4226 E OLYMPIC BLVD,True,Restaurant,63,E OLYMPIC BLVD
86,11872,JACK IN THE BOX # 335,2521 PASADENA AVE,True,Restaurant,121,PASADENA AVE
87,11873,FOOD PICNIC DAY,3250 W OLYMPIC BLVD STE 311,True,Restaurant,20,W OLYMPIC BLVD 
88,11874,BOLT,5648 HOLLYWOOD BLVD,False,Restaurant,45,HOLLYWOOD BLVD
89,11875,JIN RESTAURANT,3250 W OLYMPIC BLVD STE 310,True,Restaurant,15,W OLYMPIC BLVD 
90,11876,CANTINA LOREDO,380 WORLD WAY # T81,False,Restaurant,31,WORLD WAY
91,11877,QANTAS AIRWAYS LOUNGE,380 WORLD WAY 5TH FLR,False,Restaurant,163,WORLD WAY 5TH FLR
92,11878,LOS BALCONES DEL PERU,1360 N VINE ST,False,Restaurant,33,N VINE ST
93,11879,TACOMIENDO,11462 GATEWAY BLVD,False,Fast Food,1,GATEWAY BLVD
94,11880,THE SEMI-TROPIC,1412 N GLENDALE BLVD,False,Restaurant,112,N GLENDALE BLVD
95,11881,SLAPFISH,200 WORLD WAY # 225,False,Restaurant,38,WORLD WAY
96,11882,CELAYA BAKERY,1630 W SUNSET BLVD,True,Bakery,16,W SUNSET BLVD
97,11883,K-BAKERY,1258 W TEMPLE ST,True,Bakery,6,W TEMPLE ST
98,11884,LOS PINITOS NUEVOS BAKERY,1154 S LORENA ST,True,Bakery,4,S LORENA ST
99,11885,JAPAN HOUSE LA 2ND FLOOR,6801 HOLLYWOOD BLVD #213 -221,False,Restaurant,28,HOLLYWOOD BLVD
100,11886,SHAKE SHACK,6201 HOLLYWOOD BLVD,True,Restaurant,3,HOLLYWOOD BLVD
101,11887,JOHNNY ROCKETS,6801 HOLLYWOOD BLVD STE 325,True,Restaurant,40,HOLLYWOOD BLVD 
102,11888,CIVIL COFFEE,5629 N FIGUEROA ST,False,Cafe,17,N FIGUEROA ST
103,11889,MCDONALD'S # 10129,245 N SOTO ST,True,Fast Food,88,N SOTO ST
104,11890,BARNEY'S BEANERY,200 WORLD WAY # 240,False,Bar,75,WORLD WAY
105,11891,GREENLEAF CHOP SHOP,6201 HOLLYWOOD BLVD # 120,False,Restaurant,131,HOLLYWOOD BLVD
106,11892,ZANKOU CHICKEN,7851 W SUNSET BLVD,True,Restaurant,40,W SUNSET BLVD
107,11893,ADMIRALS CLUB,400 WORLD WAY,False,Restaurant,118,WORLD WAY
108,11894,JINYA RAMEN EXPRESS,6801 HOLLYWOOD BLVD # 315,False,Fast Food,6,HOLLYWOOD BLVD
109,11895,JIM'S BURGERS,915 S SOTO ST,True,Fast Food,42,S SOTO ST
110,11896,AA REGIONAL ADMIRAL'S CLUB,6022 AVION DR,False,Restaurant,32,AVION DR
111,11897,L.A.A.C.-8TH FLOOR SNACK BAR,431 W 7TH ST,False,Bar,4,W 7TH ST
112,11898,DER WIENERSCHNITZEL #20,5215 N FIGUEROA ST,True,Restaurant,19,N FIGUEROA ST
113,11899,STREET LEVEL CAFE,1166 GLENDALE BLVD,False,Restaurant,24,GLENDALE BLVD
114,11900,CAFE SOLAR,6224 W MANCHESTER AVE LOS,False,Restaurant,37,W MANCHESTER AVE LOS
115,11901,DELICIAS BAKERY AND SOME,5567 N FIGUEROA ST,True,Bakery,5,N FIGUEROA ST
116,11902,TUTTI FRUTTI,312 E 11TH ST,True,Restaurant,9,E 11TH ST
117,11903,MELODY PIZZA,9146 S SEPULVEDA BLVD,False,Pizza,5,S SEPULVEDA BLVD
118,11904,SUBWAY #14183,508 W 7TH ST,True,Fast Food,4,W 7TH ST
119,11905,JACK IN THE BOX # 3348,1710 GLENDALE BLVD,True,Restaurant,128,GLENDALE BLVD
120,11906,AFTERS ICE CREAM,5711 N FIGUEROA ST,False,Restaurant,14,N FIGUEROA ST
121,11907,ANTIGUA CULTURAL COFFEE,3400 N FIGUEROA ST,False,Cafe,24,N FIGUEROA ST
122,11908,TRASTEVERE RESTAURANT,6801 HOLLYWOOD BLVD STE 423,True,Restaurant,224,HOLLYWOOD BLVD 
123,11909,MARIE'S COFFEE AND DELI,731 W 7TH ST,True,Cafe,36,W 7TH ST
124,11910,LA BARBACHA,2510 E CESAR E CHAVEZ AVE,False,Bar,12,E CESAR E CHAVEZ AVE
125,11911,THE HARVEST BAR 2,8601 LINCOLN BLVD STE 190,False,Bar,26,LINCOLN BLVD 
126,11912,KABAN PERSIAN RESTAURANT,3250 CAHUENGA BLVD W,True,Restaurant,6,CAHUENGA BLVD W
127,11913,WESTIN LAKEVIEW BISTRO,404 S FIGUEROA ST LBBY LOBBY,False,Restaurant,200,S FIGUEROA ST LBBY LOBBY
128,11914,ADMIRALS CLUB,500 WORLD WAY,False,Restaurant,205,WORLD WAY
129,11915,THE FAT DOG,801 N FAIRFAX AVE STE #107,False,Restaurant,71,N FAIRFAX AVE 
130,11916,ANGELINI ALIMENTARI,7317 BEVERLY BLVD,True,Restaurant,11,BEVERLY BLVD
131,11917,CAFE SOLAR KITCHEN,6228 3/4 W MANCHESTER AVE,False,Restaurant,14,3/4 W MANCHESTER AVE
132,11918,CORAL FISH,6357 WILSHIRE BLVD,False,Restaurant,7,WILSHIRE BLVD
133,11919,YANUSA SUSHI RESTAURANT,2740 W OLYMPIC BLVD,True,Restaurant,23,W OLYMPIC BLVD
134,11920,JOLLIBEE,2700 COLORADO BLVD STE 105,False,Restaurant,43,COLORADO BLVD 
135,11921,MALIBU FISH GRILL,8000 W SUNSET BLVD # A120,True,Restaurant,107,W SUNSET BLVD
136,11922,THE VEGGIE GRILL,8000 W SUNSET BLVD # 112,True,Restaurant,134,W SUNSET BLVD
137,11923,ASHLAND BAR EARTH BAR / PANDA EXPRESS ASHLAND HILL,300 WORLD WAY # 329,True,Fast Food,25,WORLD WAY
138,11924,CARL'S JR,308 WESTWOOD PLZ 505,True,Restaurant,37,WESTWOOD PLZ 505
139,11925,KIKKA SUSHI,308 WESTWOOD PLZ # A233B,True,Restaurant,1,WESTWOOD PLZ
140,11926,PIZZA HUT #26158,4356 LEIMERT BLVD,True,Pizza,16,LEIMERT BLVD
141,11927,EL CONDOR,3701 W SUNSET BLVD,False,Restaurant,107,W SUNSET BLVD
142,11928,MICROSOFT THEATER,777 W CHICK HEARN CT,False,Restaurant,21,W CHICK HEARN CT
143,11929,MILLI'S CAFE,3528 W SUNSET BLVD,False,Restaurant,8,W SUNSET BLVD
144,11930,BEUL,3819 W 6TH ST,False,Restaurant,33,W 6TH ST
145,11931,BORDER GRILL,380 WORLD WAY T38,False,Restaurant,73,WORLD WAY T38
146,11932,CLIFFS,3626 W SUNSET BLVD,False,Restaurant,62,W SUNSET BLVD
147,11933,WH POKE BAR INC.,6215 TOPANGA CANYON BLVD,True,Bar,20,TOPANGA CANYON BLVD
148,11934,JAM,3981 W 6TH ST,False,Restaurant,40,W 6TH ST
149,11935,JAMBA JUICE #527,2919 LOS FELIZ BLVD STE 2,True,Restaurant,21,LOS FELIZ BLVD 
150,11936,PANDA EXPRESS #1212,5543 W SUNSET BLVD,True,Fast Food,45,W SUNSET BLVD
151,11937,MARISCOS EL CAMARON PELADO RESTAURANT,2676 PASADENA AVE,True,Restaurant,40,PASADENA AVE
152,11938,FRESH AND MEATY BURGERS,3016 W FLORENCE AVE,False,Fast Food,24,W FLORENCE AVE
153,11939,HAYATO,1320 E 7TH ST # 126,False,Restaurant,2,E 7TH ST
154,11940,INK SACK,380 WORLD WAY T48,True,Restaurant,20,WORLD WAY T48
155,11941,MILLIE'S COFFEE SHOP,3524 W SUNSET BLVD,False,Cafe,22,W SUNSET BLVD
156,11942,ANDANTE COFFEE ROASTERS,2201 W SUNSET BLVD,True,Cafe,4,W SUNSET BLVD
157,11943,LA AZTECA TORTILLERIA & RESTAURANT,4538 E CESAR E CHAVEZ AVE,True,Restaurant,26,E CESAR E CHAVEZ AVE
158,11944,THE PORTER JUNCTION CAFE,2350 PORTER ST,False,Restaurant,28,PORTER ST
159,11945,RESTAURANTE EL QUETZALITO,5406 S NORMANDIE AVE,True,Restaurant,17,S NORMANDIE AVE
160,11946,GUSHI,978 GAYLEY AVE,False,Restaurant,18,GAYLEY AVE
161,11947,CARLS JR #212,1751 S SOTO ST,False,Restaurant,140,S SOTO ST
162,11948,SUBWAY #12484,5339 W CENTINELA AVE STE #A,True,Fast Food,24,W CENTINELA AVE 
163,11949,DONUT FARM,2609 W SUNSET BLVD,False,Fast Food,8,W SUNSET BLVD
164,11950,PUPUSERIA CUSCATLAN,608 E 59TH ST,False,Restaurant,4,E 59TH ST
165,11951,SAWYER,3705 SUNSET BLVD,False,Restaurant,6,SUNSET BLVD
166,11952,AHIPOKI BOWL,5553 W SUNSET BLVD # 101,False,Restaurant,12,W SUNSET BLVD
167,11953,COGNOSCENTI COFFEE,1118 SAN JULIAN ST,True,Cafe,21,SAN JULIAN ST
168,11954,HANNAM CHAIN SNACK BAR,2740 W OLYMPIC BLVD,False,Bar,20,W OLYMPIC BLVD
169,11955,HUNGRY HAROLD'S,3453 W SLAUSON AVE,False,Restaurant,15,W SLAUSON AVE
170,11956,PEKING DUMPLING,2740 W OLYMPIC BLVD,False,Restaurant,8,W OLYMPIC BLVD
171,11957,MYUNG GA JJAM BONG,2740 W OLYMPIC BLVD # 4,False,Restaurant,23,W OLYMPIC BLVD
172,11958,YOSHINOYA #1147,3959 WILSHIRE BLVD STE A3-A5,True,Restaurant,35,WILSHIRE BLVD 
173,11959,"THIRTEEN SINCE 2017, INC.",2500 W 8TH ST # 108,False,Restaurant,79,W 8TH ST
174,11960,MARISCOS EL JATO,2936 E 4TH ST,False,Restaurant,70,E 4TH ST
175,11961,THE ORCHARD,11444 W OLYMPIC BLVD,False,Restaurant,225,W OLYMPIC BLVD
176,11962,MASHTI ICE CREAM,1525 N LA BREA AVE,False,Restaurant,16,N LA BREA AVE
177,11963,PACIFIC DINING CAR,1310 W 6TH ST,False,Restaurant,149,W 6TH ST
178,11964,TACO BELL #3141,1408 W CENTURY BLVD,True,Fast Food,5,W CENTURY BLVD
179,11965,LE BALCON BAKERY,1523 LA BREA AVE,True,Bakery,2,LA BREA AVE
180,11966,FOOD 4 LESS #362,5420 W SUNSET BLVD,True,Restaurant,21,W SUNSET BLVD
181,11967,MAYTES JUGOS & RASPADOS,1300 SOTO ST STE 9,False,Restaurant,13,SOTO ST 
182,11968,SUBWAY #1763,3959 WILSHIRE BLVD STE B-7,True,Fast Food,17,WILSHIRE BLVD 
183,11969,IHOP #782,8600 S SEPULVEDA BLVD # #0000,True,Restaurant,133,S SEPULVEDA BLVD
184,11970,HONG KONG RESTAURANT,5122 WHITTIER BLVD,True,Restaurant,44,WHITTIER BLVD
185,11971,PIZZA HUT #26178,3959 WILSHIRE BLVD STE B-11,True,Pizza,7,WILSHIRE BLVD 
186,11972,BAMBO GARDEN,8844 S VERMONT AVE,False,Restaurant,19,S VERMONT AVE
187,11973,BASIC,3372 W 8TH ST,False,Restaurant,118,W 8TH ST
188,11974,SONSONATE GRILL,5011 S WESTERN AVE,False,Restaurant,100,S WESTERN AVE
189,11975,OPERA HOUSE BAKERY,833 S WESTERN AVE 38,True,Bakery,23,S WESTERN AVE 38
190,11976,COCO FRESH TEA AND JUICE,3470 W 6TH ST # 2B,True,Restaurant,23,W 6TH ST
191,11977,ALVAREZ BAKERY,4125 CITY TERRACE DR,True,Bakery,3,CITY TERRACE DR
192,11978,CEMITAS POBLANAS MI MAGDALENA RESTAURANT #2,3049 E 4TH ST,True,Restaurant,43,E 4TH ST
193,11979,SAN SALVADOR,1828 S VERMONT AVE,False,Restaurant,221,S VERMONT AVE
194,11980,THE RAMEN JOINT,6220 W 87TH ST,False,Restaurant,11,W 87TH ST
195,11981,PAPER TIGER,4574 BEVERLY BLVD,False,Restaurant,43,BEVERLY BLVD
196,11982,TOMMY TACO,970 GAYLEY AVE,False,Fast Food,12,GAYLEY AVE
197,11983,BIG MAMA'S DONUTS,5409 N FIGUEROA ST,False,Fast Food,8,N FIGUEROA ST
198,11984,SUPER A FOODS,2925 DIVISION ST,True,Restaurant,15,DIVISION ST
199,11985,FOOD 4 LESS #777,1820 W SLAUSON AVE,True,Restaurant,15,W SLAUSON AVE
200,11986,BONAVENTURE BREWING CO REST,404 S FIGUEROA ST STE 418A,False,Restaurant,157,S FIGUEROA ST 
201,11987,TACOSWAY,7980 SUNSET BLVD,False,Fast Food,11,SUNSET BLVD
202,11988,OCHA RESTAURANT,5405 W SUNSET BLVD,True,Restaurant,34,W SUNSET BLVD
203,11989,A PLACE CALLED HOME,2830 S CENTRAL AVE,False,Restaurant,14,S CENTRAL AVE
204,11990,SAN JUAN HUCTZINCO PANADERIA Y PIZZERIA,3017 WABASH AVE,False,Restaurant,6,WABASH AVE
205,11991,POLLO CAMPERO,1890 W SLAUSON AVE,True,Restaurant,123,W SLAUSON AVE
206,11992,HOTEL NORMANDIE,605 S NORMANDIE AVE,False,Restaurant,45,S NORMANDIE AVE
207,11993,CLIFTON'S CAFETERIA,648 S BROADWAY,False,Restaurant,2,S BROADWAY
208,11994,VAN BAKERY,5409 W SUNSET BLVD,True,Bakery,10,W SUNSET BLVD
209,11995,GOURMENT LA BAKERY,548 S BROADWAY,True,Bakery,27,S BROADWAY
210,11996,KAI RAMEN,349 N LA CIENEGA BLVD,False,Restaurant,35,N LA CIENEGA BLVD
211,11997,SHARKY'S WOODFIRED MEXICAN GRILL,1716 N CAHUENGA BLVD,False,Restaurant,138,N CAHUENGA BLVD
212,11998,REYNAS PUPUSERIA #3,5901 S NORMANDIE AVE,False,Restaurant,22,S NORMANDIE AVE
213,11999,MAHI MAHI,6122 W SUNSET BLVD,False,Restaurant,49,W SUNSET BLVD
214,12000,CURRY HOUSE COCOICHIBANYA,3500 W 6TH ST # 110,True,Restaurant,44,W 6TH ST
215,12001,LOUISIANA FRIED CHICKEN #4050,4050 CRENSHAW BLVD,True,Restaurant,27,CRENSHAW BLVD
216,12002,THE VILLAGE IDIOT,7383 MELROSE AVE,False,Restaurant,116,MELROSE AVE
217,12003,TOKYO HAMBURG,600 S NEW HAMPSHIRE AVE # F1,False,Restaurant,108,S NEW HAMPSHIRE AVE
218,12004,AL BASCH CHICKEN,7311 W SUNSET BLVD,False,Restaurant,23,W SUNSET BLVD
219,12005,SKAI CAFE,1159 S VERMONT AVE,False,Restaurant,71,S VERMONT AVE
220,12006,D ADDICTION,1032 S WESTERN AVE,False,Restaurant,122,S WESTERN AVE
221,12007,KITCHEN SOODA,618 S SERRANO AVE,False,Restaurant,85,S SERRANO AVE
222,12008,NAM KOONG,3514 W 8TH ST,False,Restaurant,44,W 8TH ST
223,12009,HAPPY NOODLE,833 S WESTERN AVE STE 41,False,Restaurant,41,S WESTERN AVE 
224,12010,WESTIN BONAVENTURE LA PRIME,404 S FIGUEROA ST 35TH,False,Restaurant,155,S FIGUEROA ST 35TH
225,12011,SKY'S TACOS,5408 W PICO BLVD,False,Fast Food,37,W PICO BLVD
226,12012,HERE'S LOOKING AT YOU,3901 W 6TH ST # A,False,Restaurant,14,W 6TH ST
227,12013,LA MORENITA LUNCH BOR,1320 LA PUERTA ST,False,Restaurant,27,LA PUERTA ST
228,12014,SHERATON HOTEL,6101 W CENTURY BLVD,True,Restaurant,46,W CENTURY BLVD
229,12015,LA CABANA,2931 E 4TH ST,False,Restaurant,48,E 4TH ST
230,12016,DIVISION 3,3329 DIVISION ST,False,Restaurant,21,DIVISION ST
231,12017,"TEUM RESTAURANT, INC.",3526 W 8TH ST,True,Restaurant,77,W 8TH ST
232,12018,AFC SUSHI @ RALPH'S #39,260 S LA BREA AVE,False,Restaurant,16,S LA BREA AVE
233,12019,PIZZA BELLA,1900 N HIGHLAND AVE,False,Pizza,13,N HIGHLAND AVE
234,12020,DONA INEZ RESTAURANTE TU COCINA MEXICANA,847 SANTEE ST,True,Restaurant,6,SANTEE ST
235,12021,MOMOTA RAMEN HOUSE,4003 WILSHIRE BLVD STE I,True,Restaurant,21,WILSHIRE BLVD 
236,12022,EL DORADO BOWLERO,8731 LINCOLN BLVD,False,Restaurant,123,LINCOLN BLVD
237,12023,OLYMPIC CAFE HOUSE OF BKFST,3728 W OLYMPIC BLVD,False,Restaurant,5,W OLYMPIC BLVD
238,12024,FALAFEL CORNER,698 S IROLO ST STE #103,False,Restaurant,29,S IROLO ST 
239,12025,DOWNTOWN FATBURGER,888 S FIGUEROA ST,True,Fast Food,15,S FIGUEROA ST
240,12026,DOREEN'S TROPICAL FRUITS,102 W 7TH ST,False,Restaurant,4,W 7TH ST
241,12027,CAFE SUGAR,2735 W TEMPLE ST,False,Restaurant,111,W TEMPLE ST
242,12028,BRASS MONKEY INC,659 S MARIPOSA AVE,False,Restaurant,143,S MARIPOSA AVE
243,12029,DELI IN,3456 1/2 WILSHIRE BLVD,True,Restaurant,19,1/2 WILSHIRE BLVD
244,12030,DELICIOUS PIZZA SUNSET BLVD.,6601 SUNSET BLVD,True,Pizza,14,SUNSET BLVD
245,12031,PIZZA ITALIA,311 W 7TH ST,False,Pizza,11,W 7TH ST
246,12032,GENTARO SOBA,735 S FIGUEROA ST #127,False,Restaurant,6,S FIGUEROA ST
247,12033,JACK IN THE BOX #3393,4290 E OLYMPIC BLVD,True,Restaurant,45,E OLYMPIC BLVD
248,12034,PIZZA NEXT DOOR,806 W 8TH ST # B,False,Pizza,3,W 8TH ST
249,12035,FRATERNAL ORDER OF EAGLES,13018 W WASHINGTON BLVD,False,Restaurant,96,W WASHINGTON BLVD
250,12036,GELSON'S MARKET,5877 FRANKLIN AVE,False,Restaurant,13,FRANKLIN AVE
251,12037,MEDUSA LOUNGE,3211 BEVERLY BLVD,False,Restaurant,146,BEVERLY BLVD
252,12038,TAMARIND OF L.A.,934 S LOS ANGELES ST # 9,False,Restaurant,11,S LOS ANGELES ST
253,12039,STELLA BARRA PIZZERIA,6372 N SUNSET BLVD,False,Bar,97,N SUNSET BLVD
254,12040,DOLCINI CAFFE ESPRESSO,865 S FIGUEROA ST,False,Restaurant,5,S FIGUEROA ST
255,12041,SUBWAY,1205 W 3RD ST,True,Fast Food,14,W 3RD ST
256,12042,YOOGANE DUMPLING,698 S IROLO ST STE #111,False,Restaurant,23,S IROLO ST 
257,12043,B TWENTY FOUR,2223 N BROADWAY,False,Restaurant,15,N BROADWAY
258,12044,LATINA,3125 W 8TH ST,False,Restaurant,6,W 8TH ST
259,12045,SPRING ST. BAR,626 S SPRING ST STE B,False,Bar,129,S SPRING ST 
260,12046,ARADO JAPANESE RESTAURANT,4001 WILSHIRE BLVD STE A,True,Restaurant,49,WILSHIRE BLVD 
261,12047,COFFEE HOUSE 1,320 W 4TH ST,False,Cafe,79,W 4TH ST
262,12048,DOOMIE'S HOME COOKIN',1253 N VINE ST STE #9,False,Restaurant,46,N VINE ST 
263,12049,LATIN FUSION,6801 HOLLYWOOD BLVD # 419,False,Restaurant,77,HOLLYWOOD BLVD
